Job Name,Company,Location,Avg Salary,Pay Type,Pay Min,Pay Max,Mentions python,Mentions tableau
"Analyst, Biotech Investor Relations",Precision Medicine Group,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Business Analyst (TTRO),Concept software Inc.,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Healthcare Business Analyst,Milliman,"new york, ny",80868,unlisted,-1.0,-1.0,1,1
BUSINESS ANALYST III,STAND 8,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Compensation and Data Associate,Pagaya Investments,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
OFAC Analyst / Data Architect / QA,SoHo Dragon,"new york, ny",76453,unlisted,-1.0,-1.0,0,0
Ambulatory/Kaleidoscope Clinical Business Analyst - Clinical Business Analyst Lv 3 - EMR/Clinical Information Systems,NYC Health + Hospitals,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
"Senior Data Analyst, Bureau of Environmental Sciences and Engineering",NYC Careers,"new york, ny",76903,unlisted,-1.0,-1.0,1,1
Benefits Business Analyst,"Brighton Health Plan Solutions, LLC","new york, ny",80868,unlisted,-1.0,-1.0,0,0
Data Analyst,RD DIGITAL SOLUTIONS,"new york, ny",118041,hourly,50.0,55.0,1,0
Yardi Business Analyst,Related,"new york, ny",80868,yearly,75000.0,105000.0,0,0
Data Quality Analyst (Hybrid- Home & Office),Managed Health Care Associates,"new york, ny",146582,unlisted,-1.0,-1.0,0,0
Senior Data Analyst,CASES,"new york, ny",72472,yearly,70000.0,70000.0,0,0
Data Analyst,Align,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Senior Financial Analyst,New York University,"new york, ny",80868,yearly,65000.0,115000.0,0,0
"Senior Analyst, Third Party Risk (Review & Challenge)",Signature Bank,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Associate Business Analyst,Scholastic,"new york, ny",80868,yearly,53400.0,87725.0,0,0
HCM Application Analyst (Remote),North American Partners in Anesthesia,"new york, ny",51240,yearly,90000.0,100000.0,0,0
Business Analyst,1st-Recruit LLC,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
INVENTORY DATA ANALYST,Fullbeauty BRANDS,"new york, ny",80868,hourly,19.0,21.8,0,1
Treasury Analyst,Prudential,"new york, ny",92369,yearly,73900.0,109900.0,0,1
IT Business Analyst,Fund For Public Health In New York Inc,"new york, ny",93755,yearly,90000.0,90000.0,0,0
Senior Data Analyst,Launch Potato,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Guidewire Claim Center Business Analyst,Amaze Systems Inc,"new york, ny",72767,hourly,55.0,62.0,0,0
Business Analyst (hybrid),IIE Organization,"new york, ny",80868,yearly,63299.0,80945.0,0,0
Business Analyst,Galbraith Business Consultants,"new york, ny",87702,unlisted,-1.0,-1.0,0,0
Data Analyst (On-Site),Cover Whale,"new york, ny",80868,yearly,100000.0,150000.0,1,1
Lead Business Analyst,PSEG,"new york, ny",51240,unlisted,-1.0,-1.0,0,1
MQA Markets Quantitative Analysis Full Time Associate,Citi,"new york, ny",80868,unlisted,-1.0,-1.0,1,0
Analyst Business Data (Data Flow),Lux USA,"new york, ny",93998,unlisted,-1.0,-1.0,0,0
Process Excellence Business Analyst,ASA,"new york, ny",80868,hourly,50.0,53.0,0,0
Process Improvement Business Analyst,"JPMorgan Chase Bank, N.A.","new york, ny",76453,yearly,133000.0,195000.0,0,0
Business Analyst - Junior Level,Bartlett Distribution Services LLC,"new york, ny",92369,unlisted,-1.0,-1.0,0,0
Firmwide Compensation Analytics Analyst,"JPMorgan Chase Bank, N.A.","new york, ny",76453,unlisted,-1.0,-1.0,0,0
Data Analyst | Medical Media Analytics,Bryn Mawr Communications,"new york, ny",101038,unlisted,-1.0,-1.0,1,1
Data Analyst,"Fiserv, Inc.","new york, ny",97085,unlisted,-1.0,-1.0,0,0
"Analyst, Product Marketing, Clinique North America",The Estée Lauder Companies,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Data Analyst - eCommerce,Midea,"new york, ny",62921,unlisted,-1.0,-1.0,0,0
Data Analyst / SQL Developer,1st-Recruit,"new york, ny",76453,yearly,45516.0,110897.0,1,0
Product Analyst,Ordergroove,"new york, ny",80868,unlisted,-1.0,-1.0,1,0
"VP; Capital Planning Quality Assurance, Data Analyst",Citi,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
"Analyst, Supply Chain Planning",Hain Celestial Group,"new york, ny",69296,unlisted,-1.0,-1.0,1,0
QA Analyst,Econtenti Inc,"new york, ny",68403,unlisted,-1.0,-1.0,1,0
Data and Business Analyst,"SQUAN CONSTRUCTION, LLC","new york, ny",54774,yearly,75000.0,100000.0,0,0
Customer Experience Business Analyst (Hybrid),Village Care,"new york, ny",80868,hourly,28.38,31.93,0,1
Senior Business Analyst VP – FX Risk,Barclays,"new york, ny",80868,yearly,150000.0,180000.0,0,0
Business Analyst.,Vastek Inc,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Junior Business Analyst,LINCOLN TECHNICAL INSTITUTE,"new york, ny",54860,yearly,50000.0,55000.0,0,0
CAO Data Transformation PM/BA,Citi,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
HR Technology Analyst,Simpson Thacher & Bartlett LLP,"new york, ny",80868,yearly,120000.0,140000.0,0,0
Insurance Risk & Data Analyst,BASF Corporation,"new york, ny",146582,unlisted,-1.0,-1.0,0,0
Business Analyst,MMC Corporate,"new york, ny",80868,yearly,89100.0,178500.0,0,0
Spatial Data Analyst,The Fedcap Group,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Enabling Tech & Analytics Reporting and Functional Analyst - National_Office,Deloitte,"new york, ny",80868,unlisted,-1.0,-1.0,1,1
Supply Chain Business Analyst,Watts Water Technologies,"new york, ny",63967,unlisted,-1.0,-1.0,0,0
Senior Business Analyst - Post Trade,EquiLend,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Senior Specialist - Business Analysis,LTIMindtree,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Entry Level Business Analyst,Data Cloud Merge,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Digital Data Analyst,Mayborn Group,"new york, ny",96193,unlisted,-1.0,-1.0,0,1
Data Analyst || W2-Contract,Precision Techserve Pvt. Ltd,"new york, ny",79475,hourly,35.0,38.0,1,1
"Data Analyst - Jersey City, NJ",Imperial Dade,"new york, ny",76453,unlisted,-1.0,-1.0,0,0
Data Science Analyst,Omnicom Health Group,"new york, ny",80868,unlisted,-1.0,-1.0,1,1
Data Analysts/Management Consultants,NYC Health + Hospitals,"new york, ny",80868,yearly,70000.0,110000.0,1,1
Healthcare Data Analytics Consultant,Alvarez and Marsal,"new york, ny",80868,unlisted,-1.0,-1.0,0,1
Digital Marketing Analyst,Shake Shack,"new york, ny",80868,yearly,82410.0,105110.0,0,1
Cyber Security Analyst,First Quality,"new york, ny",84681,yearly,90000.0,140000.0,1,0
Trademark Analyst,Aon,"new york, ny",80868,yearly,100000.0,130000.0,1,0
IFM Program Senior Analyst – C12,Citi,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Sr Analyst,Advantage Solutions,"new york, ny",80868,yearly,90000.0,100000.0,0,0
"Foodborne disease analyst, Bureau of Communicable Diseases",NYC Careers,"new york, ny",76903,yearly,64140.0,64140.0,0,0
"Data Analytics and Insights, Associate - Credit Technology",Blackstone Group,"new york, ny",80868,unlisted,-1.0,-1.0,1,1
Data Analyst/Visualizer,M. T. Maritime Management USA LLC,"new york, ny",63872,unlisted,-1.0,-1.0,0,1
"Pershing X, Lead Analyst, Data Management Operations",The Bank of New York Mellon Corporation,"new york, ny",86046,yearly,53000.0,112750.0,0,0
Next Generation 911 - Business Analyst,"KnowledgePro, LLC","new york, ny",72472,unlisted,-1.0,-1.0,0,0
E-commerce Business Analyst,VISEO,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Associate Web Analyst,Rockstar Games,"new york, ny",75907,unlisted,-1.0,-1.0,0,1
GTM Business Intelligence Analyst,"Wiz, Inc.","new york, ny",80868,unlisted,-1.0,-1.0,0,1
Workforce Planning Analyst,BATHHOUSE,"new york, ny",80868,yearly,85000.0,100000.0,0,0
Product Analyst,Haven Technologies,"new york, ny",80868,yearly,80000.0,95000.0,0,0
"Institutional Effectiveness, Data Analyst (Part Time)",William Paterson University of New Jersey,"new york, ny",101038,unlisted,-1.0,-1.0,0,1
Lead Business Intelligence Specialist,Northwell Health,"new york, ny",51240,yearly,98300.0,170100.0,0,0
Marketing Data Analyst,Crox Consulting,"new york, ny",96193,unlisted,-1.0,-1.0,0,0
Senior BI Analyst,IFG Companies,"new york, ny",80868,yearly,115000.0,130000.0,0,1
Performance Analyst,Children's Aid,"new york, ny",67902,yearly,50000.0,65000.0,0,0
Early Careers- Global Services and Solutions Actuarial Analyst,WTW,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Technical Data Analyst,Doran Jones,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Business Data Analyst,Starr Companies,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Business Analyst,Kani Solutions Inc.,"new york, ny",87702,hourly,60.0,65.0,0,0
Business Analyst,Kunj Corporation,"new york, ny",94004,unlisted,-1.0,-1.0,0,0
Data Conversion Analyst,"Fiserv, Inc.","new york, ny",97085,unlisted,-1.0,-1.0,0,0
Analyst/Consultant (Data Analyst),"Urban Science Applications, Inc.","new york, ny",77319,unlisted,-1.0,-1.0,0,0
"Analyst, Biotech Investor Relations",Precision Medicine Group,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Business Analyst (TTRO),Concept software Inc.,"new york, ny",80868,hourly,60.0,70.0,0,0
Healthcare Business Analyst,Milliman,"new york, ny",80868,yearly,65000.0,90000.0,1,1
Senior Data Analyst - Compliance,Interactive Brokers,"new york, ny",64244,unlisted,-1.0,-1.0,0,0
BUSINESS ANALYST III,STAND 8,"new york, ny",80868,hourly,70.0,80.0,0,0
OFAC Analyst / Data Architect / QA,SoHo Dragon,"new york, ny",76453,unlisted,-1.0,-1.0,0,0
Benefits Business Analyst,"Brighton Health Plan Solutions, LLC","new york, ny",80868,unlisted,-1.0,-1.0,0,0
Compensation and Data Associate,Pagaya Investments,"new york, ny",80868,yearly,100000.0,125000.0,0,0
Ambulatory/Kaleidoscope Clinical Business Analyst - Clinical Business Analyst Lv 3 - EMR/Clinical Information Systems,NYC Health + Hospitals,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
"Senior Data Analyst, Bureau of Environmental Sciences and Engineering",NYC Careers,"new york, ny",76903,yearly,75504.0,86830.0,1,1
Contract Master Data Analyst- Hybrid,BD,"new york, ny",52583,unlisted,-1.0,-1.0,1,0
Salesforce SFDC BA - Hybrid,NLB Technology Services,"new york, ny",80868,hourly,55.0,60.0,0,0
Marketing Analyst – Pharmaceutical Marketing Analytics,QCom Consultants,"new york, ny",104100,unlisted,-1.0,-1.0,0,1
"Data Analyst / Ridgefield Park, NJ / Mobile / AS797757",BTI Solutions,"new york, ny",105325,unlisted,-1.0,-1.0,0,1
"Analyst, Business Intelligence",Pernod Ricard,"new york, ny",80868,unlisted,-1.0,-1.0,0,1
Quality Control Data Analyst,Stemline Therapeutics,"new york, ny",80868,yearly,100000.0,150000.0,0,0
JD Logistics - Data Analyst,JD.com,"new york, ny",58727,unlisted,-1.0,-1.0,0,0
"Junior Data Analyst, Ad Operations",Proper Cloth,"new york, ny",80868,yearly,52000.0,70000.0,0,0
"Senior Analyst, Business Intelligence & Accountability",IPG Mediabrands,"new york, ny",80868,yearly,75000.0,85000.0,1,1
"Analyst, Learning and Development (Websites)",Mayor's Office of Contract Services,"new york, ny",80868,yearly,50000.0,60000.0,0,0
Business Analyst,Palnar INC,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Business Analyst,Human Rights Watch,"new york, ny",80868,yearly,77000.0,85000.0,0,0
BUSINESS INTELLIGENCE CONSULTANT,TMC,"new york, ny",80868,unlisted,-1.0,-1.0,0,1
Scientific Analyst,theMednet,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Business Analyst,The Mitchell Madison Group,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
IT Ops Support Analyst,Glow Networks,"new york, ny",59372,hourly,41.0,45.0,0,0
Business Analyst,AH Infotech,"new york, ny",76453,hourly,27.88,69.98,0,0
IB Cross Stream Change – Business Analyst,UBS,"new york, ny",80868,yearly,143750.0,181250.0,0,0
Junior Compensation Analyst,Professional Group Plans,"new york, ny",71501,unlisted,-1.0,-1.0,0,0
Process Transformation Analyst - Associate,Deutsche Bank,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Analytics & Client Data Lead,Barclays,"new york, ny",130917,unlisted,-1.0,-1.0,1,1
Technical Business Analyst,Bluestar Systems Inc,"new york, ny",80868,hourly,45.0,50.0,0,0
Rates eTrading Business Analyst,Talan,"new york, ny",80868,unlisted,-1.0,-1.0,0,0
Lead Data Assurance Analyst,"A.M. Best Company, Inc.","new york, ny",59545,unlisted,-1.0,-1.0,0,0
Associate Business Analysis,S&P Global,"new york, ny",80868,yearly,85700.0,170400.0,0,1
Big Data Developer Analyst,Global Data Tek,"new york, ny",58727,unlisted,-1.0,-1.0,1,0
Business Analyst with SMARTS expp,Veridic Solutions,"new york, ny",76453,unlisted,-1.0,-1.0,0,0
Data Analyst - Operations,Wilshire Law Firm PLC,"los angeles, ca",63679,yearly,85000.0,150000.0,0,0
Principal Business Analyst – Operational / O&M Financial Planning (HYBRID),SoCalGas,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,0
Senior Financial Analyst,East West Bank,"los angeles, ca",87805,yearly,75000.0,95000.0,0,0
Data Analyst - Remote - Healthcare,Michael Page,"los angeles, ca",63679,yearly,145588.0,187185.0,0,1
Principal Data Analyst,Dermalogica LLC,"los angeles, ca",84058,yearly,125000.0,135000.0,0,0
Data Analyst Opening #433710,Rose International,"los angeles, ca",87805,hourly,25.0,32.0,0,0
Senior Data Analyst,Hire With Jarvis,"los angeles, ca",-1,yearly,120000.0,170000.0,0,0
Business Intelligence Analyst,Applied Medical,"los angeles, ca",63386,yearly,100000.0,135000.0,0,0
Data Entry Analyst,Advantage Technical,"los angeles, ca",74498,hourly,18.0,18.0,0,0
Data Analyst,Pathways Community Services,"los angeles, ca",123388,unlisted,-1.0,-1.0,0,0
Data Analyst I,Kaiser Permanente,"los angeles, ca",87805,unlisted,-1.0,-1.0,0,0
Data Reporting Analyst II,Kaiser Permanente,"los angeles, ca",87805,unlisted,-1.0,-1.0,0,0
Operations Data Analyst,HopSkipDrive,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,1
Assistant Staff Analyst (Policy & Planning-Data),Heluna Health,"los angeles, ca",63679,hourly,35.23,46.21,0,0
"Analyst, Enterprise Analytics","DoorDash, Inc.","los angeles, ca",63679,yearly,73000.0,117000.0,0,0
Business Analyst - Beauty Care,Henkel,"los angeles, ca",111606,unlisted,-1.0,-1.0,0,0
Business Analyst /Business Systems Analyst (JO-2203-155314),Ledgent Technology,"los angeles, ca",66453,yearly,80000.0,120000.0,0,0
Fraud Analyst,State Compensation Insurance Fund,"los angeles, ca",79477,monthly,5793.0,7256.0,0,0
"Data Analyst, Pediatric Outpatient - Hybrid",Miller Children's Hospital,"los angeles, ca",70490,hourly,28.89,41.9,0,0
Data Analyst Assistant,UCLA,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,1
Data Analyst Entry Level (Bootcamp),Helm360,"los angeles, ca",63679,yearly,60000.0,70000.0,0,0
Data Analyst I,"Genomenon, Inc","los angeles, ca",63679,unlisted,-1.0,-1.0,0,0
Data Analyst - Student Health,Keck Medical Center of USC,"los angeles, ca",63679,hourly,25.0,39.69,0,0
Finance Analyst,"California State University, Los Angeles","los angeles, ca",63679,monthly,3518.0,6791.0,0,0
Research Data Analyst 2,UCLA,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,1
PREDICTIVE DATA ANALYST,Los Angeles County Department of Human Resources,"los angeles, ca",74236,yearly,88606.0,119403.0,1,0
Academic Data Analyst,Chapman University,"los angeles, ca",94012,unlisted,-1.0,-1.0,0,0
Global Portfolio Management Analyst,Disney,"los angeles, ca",112522,yearly,63386.0,85030.0,0,0
Data Analyst III,Kaiser Permanente,"los angeles, ca",87805,unlisted,-1.0,-1.0,1,1
"Data Analyst, Global Public Policy",Netflix,"los angeles, ca",63679,unlisted,-1.0,-1.0,1,1
Research Data Analyst,University of California - Irvine,"los angeles, ca",84209,hourly,30.84,54.69,0,0
Data Analyst II,Tarzana Treatment Center,"los angeles, ca",63363,hourly,24.0,31.5,0,0
Data Associate Analyst,City National Bank,"los angeles, ca",63679,hourly,34.55,55.19,0,0
Business Analyst - Entry Level,"CGI Group, Inc.","los angeles, ca",63679,unlisted,-1.0,-1.0,0,0
Paid Bootcamp- STEM Entry Level Data Analyst and Visualization,PCS Global Tech,"los angeles, ca",38830,yearly,60000.0,70000.0,0,1
FINANCE ANALYST,California State University,"los angeles, ca",63679,monthly,3518.0,6791.0,0,0
Jr Business Analyst,Bfox Technologies Corp,"los angeles, ca",63679,yearly,65000.0,75000.0,0,0
"Analyst, POED (HR) Data Operations (Project Hire)","Sony Pictures Entertainment, Inc.","los angeles, ca",111606,yearly,50000.0,65000.0,0,0
Research Analyst,UCLA,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,0
Data and Reporting Analyst,Coalition for Responsible Community Development,"los angeles, ca",63679,yearly,50000.0,52000.0,0,1
2023 Analyst | Los Angeles Competition,Compass Lexecon,"los angeles, ca",63679,yearly,90000.0,95000.0,0,0
Data Analyst,Siranna/Southern California Edison,"los angeles, ca",73778,hourly,40.0,50.0,0,0
Health Technology Data Analyst,Deloitte,"los angeles, ca",63679,unlisted,-1.0,-1.0,1,1
Data Quality Analyst,Aveva,"los angeles, ca",123388,yearly,98700.0,164500.0,0,0
Data Analyst,Boa Logistics,"los angeles, ca",111606,yearly,75000.0,75000.0,1,0
Social Media Data Analyst,Dhar Mann Studios,"los angeles, ca",112522,hourly,40.0,40.0,0,0
Data Analyst - Decision Support,CHOC Children's,"los angeles, ca",94012,unlisted,-1.0,-1.0,0,0
Cardiovascular Data Analyst,AHMC Healthcare,"los angeles, ca",54250,unlisted,-1.0,-1.0,0,0
Data Analyst,California Hospital Medical Center,"los angeles, ca",63679,hourly,26.39,38.27,0,1
"Analyst, Data & Lifecycle Marketing Technology",WarnerMedia,"los angeles, ca",111606,yearly,58170.0,108030.0,0,0
Administrative Data Analyst-ObGyn,UCLA Health,"los angeles, ca",63679,hourly,24.28,48.04,0,0
Prospect Research and Data Analyst,"California State University, Los Angeles","los angeles, ca",63679,monthly,4170.0,7545.0,0,0
Data Analyst II (Healthcare Analytics),California Health & Wellness,"los angeles, ca",66453,yearly,51600.0,92900.0,1,0
Data & Reporting Analyst,Coalition for Responsible Community Development...,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,1
Security and Performance Analyst,UCLA,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,0
Data Analyst,Medata Inc,"los angeles, ca",84209,hourly,35.0,50.0,0,0
Data Analyst,FULLER THEOLOGICAL,"los angeles, ca",87805,hourly,25.0,29.0,1,1
Data Analyst (remote),Molina Healthcare,"los angeles, ca",70490,yearly,49929.0,97362.0,1,1
COVID-19 DATA COMPLIANCE ANALYST,California State University,"los angeles, ca",63679,monthly,3288.0,6347.0,0,0
"Business Analyst- Los Angeles, CA",Planned Parenthood,"los angeles, ca",63679,yearly,65000.0,78000.0,0,0
Community Programs Predictive Data Analyst,Brilliant Corners,"los angeles, ca",63679,yearly,83928.0,113100.0,0,0
Business Analyst,Maersk,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,0
Mid-level Claims Data Analyst,CIBA Insurance Services,"los angeles, ca",79477,yearly,90000.0,130000.0,0,0
Data Analyst (Operations Research Analyst),LAs Totally Awesome,"los angeles, ca",73506,unlisted,-1.0,-1.0,0,0
"Data & Insights Analyst, UTA Gaming & Esports",United Talent Agency (UTA),"los angeles, ca",63679,yearly,100000.0,150000.0,1,0
Data Analyst (Mobile UA & Growth),Ad Hoc Labs,"los angeles, ca",63679,unlisted,-1.0,-1.0,1,1
Healthcare Data Analyst II - Finance,Inland Empire Health Plans,"los angeles, ca",71456,unlisted,-1.0,-1.0,0,0
Data Reporting and Analytics Consultant V,Kaiser Permanente,"los angeles, ca",87805,unlisted,-1.0,-1.0,1,0
Senior Data Analyst,HyreCar,"los angeles, ca",63679,yearly,100000.0,120000.0,1,1
"Sr Analyst, Data","Sony Pictures Entertainment, Inc.","los angeles, ca",111606,yearly,86000.0,100000.0,0,1
Prospect Research and Data Analyst,California State University,"los angeles, ca",63679,monthly,4170.0,7545.0,0,0
Data Analyst,First American Financial Corporation,"los angeles, ca",55215,yearly,63540.0,112960.0,1,0
Information/Data Governance Analyst,Loyola Marymount University,"los angeles, ca",63679,yearly,64480.0,83600.0,0,1
Data Analyst / Integrity Professional,Thermo Fisher Scientific,"los angeles, ca",67398,unlisted,-1.0,-1.0,0,1
Reporting and Data Analyst,Monster Energy,"los angeles, ca",45313,unlisted,-1.0,-1.0,0,0
Junior Data Analyst,Miracle Mile Medical Group,"los angeles, ca",63679,hourly,15.0,22.0,0,0
Healthcare Data Analyst,AltaMed,"los angeles, ca",54250,yearly,80000.0,100000.0,0,0
Business Analyst,Red Bull Distribution Company,"los angeles, ca",88294,unlisted,-1.0,-1.0,1,1
"Sr Analyst, Talent Planning and Analytics",Red Bull North America,"los angeles, ca",88294,yearly,80100.0,88150.0,0,0
STRATEGIC ANALYTICS ANALYST II - STRATEGIC ANALYTICS,Hoag Memorial Hospital Presbyterian,"los angeles, ca",70698,hourly,53.12,81.67,0,1
Training and Placement for Jr Business Analyst,Precision Technologies Corp,"los angeles, ca",92499,hourly,35.0,45.0,0,0
Business Data Analyst,East West Bank,"los angeles, ca",87805,yearly,80000.0,109500.0,1,0
Senior Data Analyst,Spokeo,"los angeles, ca",87805,yearly,102600.0,153000.0,1,1
Data Analysts Specialist,POURING WITH HEART LLC,"los angeles, ca",63679,yearly,75000.0,75000.0,0,0
"Claims Data Analyst - Full Time, Days (Orange)",Prospect Medical Systems - CA,"los angeles, ca",94012,unlisted,-1.0,-1.0,0,0
Business Analyst (AT),USC,"los angeles, ca",63679,yearly,94036.0,103224.0,0,0
Sr. Clinical Data Analyst - Institute for Human Caring,Providence,"los angeles, ca",103148,unlisted,-1.0,-1.0,0,0
Junior Data Analyst,Los Angeles Apparel,"los angeles, ca",63679,hourly,16.0,16.0,0,1
Programmer Analyst II,USC,"los angeles, ca",63679,hourly,41.69,52.43,0,0
Crime and Intelligence Analyst,"City of Beverly Hills, CA","los angeles, ca",70131,yearly,96116.0,119413.0,0,0
Data Management Analyst,"The TCW Group, Inc.","los angeles, ca",63679,yearly,70000.0,80000.0,0,0
Data Analyst,Saalex Solutions Inc.,"los angeles, ca",73450,unlisted,-1.0,-1.0,0,0
Data and Reporting Analyst,Children's Institute Inc.,"los angeles, ca",63679,yearly,70000.0,70000.0,1,0
Data Analyst (Remote),CoinTracker,"los angeles, ca",87195,unlisted,-1.0,-1.0,0,1
Business Analyst I,"Vanir Construction Management, Inc.","los angeles, ca",63679,yearly,65000.0,85000.0,0,0
Business Analyst I,CMTS LLC,"los angeles, ca",63679,hourly,39.0,42.0,0,0
Healthcare Data Analyst I - Quality Systems,Inland Empire Health Plans,"los angeles, ca",71456,yearly,79810.0,101774.0,0,0
Senior Data/Reporting Analyst,Blizzard Entertainment,"los angeles, ca",84209,yearly,72720.0,134460.0,1,1
Business Analyst,Disney,"los angeles, ca",79477,yearly,76770.0,93830.0,0,0
Data and Evaluation Analyst,Proyecto Pastoral,"los angeles, ca",63679,hourly,23.07,28.84,0,0
"Data Analyst - Health, Principal",Blue Shield of California,"los angeles, ca",66453,yearly,136400.0,204600.0,0,1
Senior Data Analyst,Abbott Laboratories,"los angeles, ca",64596,yearly,82100.0,164100.0,0,0
Material Master Data Analyst - POS,Monster Energy,"los angeles, ca",45313,unlisted,-1.0,-1.0,0,0
Quality Analyst,California Hospital Medical Center,"los angeles, ca",63679,hourly,31.94,46.31,0,0
Sr. Data & Reporting Analyst,AltaMed Health Services Corporation,"los angeles, ca",62166,unlisted,-1.0,-1.0,0,1
Analytics & Insights Analyst,The Many,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,0
Data Analyst I,Houlihan Lokey,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,0
Data Analyst,55 Silver,"los angeles, ca",63679,hourly,22.0,22.0,0,0
Data Management Analyst,Aristotle Capital Management,"los angeles, ca",63679,yearly,95000.0,130000.0,0,0
Product Data Analyst,CR Laurence,"los angeles, ca",63679,yearly,70000.0,80000.0,0,1
Business Analyst II (Contingent),Amazon,"los angeles, ca",111606,hourly,20.0,30.0,0,0
Business Analyst,Northeast Community Clinics,"los angeles, ca",55133,unlisted,-1.0,-1.0,0,0
Data Analyst,CACI,"los angeles, ca",61489,unlisted,-1.0,-1.0,0,0
Business Analyst,Viant,"los angeles, ca",84209,yearly,55600.0,69500.0,0,0
"Claims, Business Analyst - Work from Home","Mercury Insurance Services, LLC","los angeles, ca",63679,yearly,63214.0,110408.0,0,0
Clinical Data Analyst II,L.A. Care Health Plan,"los angeles, ca",63679,yearly,77265.0,77265.0,0,0
Data Collections Analyst-USA,Monster Energy,"los angeles, ca",45313,unlisted,-1.0,-1.0,0,0
Data Analyst,National Tax Advisory Services,"los angeles, ca",54426,unlisted,-1.0,-1.0,1,1
Healthcare Industry Data Analyst,Currance Inc,"los angeles, ca",84209,unlisted,-1.0,-1.0,0,0
Entry Level Business Intelligence Analyst (Training),PCS GLOBAL TECH,"los angeles, ca",63679,yearly,65000.0,75000.0,1,1
Research and Planning Analyst,South Orange County Community College District,"los angeles, ca",84209,monthly,7080.0,7080.0,0,0
Business Analyst - Games and Apps Publishing,Oculus,"los angeles, ca",63679,yearly,125000.0,125000.0,0,0
"Logistics Analyst – Woodland Hills, California",Universal Music Group,"los angeles, ca",66453,unlisted,-1.0,-1.0,0,0
Business Strategy Analyst,American Honda Motor Co,"los angeles, ca",80787,yearly,68700.0,103000.0,0,0
Data Analyst - Bank Operations (Remote),Manufacturers Bank,"los angeles, ca",63679,unlisted,-1.0,-1.0,1,0
Sr Business Analyst,Maersk,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,0
Business Data Analyst,eharmony,"los angeles, ca",67246,yearly,75000.0,90000.0,0,1
Clinical Systems Analyst - Data Processing,Sherman Oaks Hospital,"los angeles, ca",69629,unlisted,-1.0,-1.0,0,0
COB Academic Operations Analyst,"California State University, Long Beach","los angeles, ca",70490,monthly,3518.0,6791.0,0,0
Data Analyst,Child & Family Center,"los angeles, ca",79579,hourly,31.5,35.0,0,0
Associate Business Analyst,TRUCONNECT COMMUNICATIONS INC,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,1
Data Analyst,Xperi,"los angeles, ca",97035,unlisted,-1.0,-1.0,1,1
eCommerce Data Analyst,Rosevera Furniture Plus,"los angeles, ca",62061,yearly,60000.0,72000.0,0,0
Business Analyst I,Anser Advisory,"los angeles, ca",63679,yearly,82500.0,82500.0,0,0
Institutional Data Analyst,Charles R. Drew University,"los angeles, ca",63679,unlisted,-1.0,-1.0,0,1
Healthcare Data Analyst (Hybrid),AltaMed Health Services Corporation,"los angeles, ca",54250,unlisted,-1.0,-1.0,0,1
Senior Data Analyst,System1,"los angeles, ca",63679,unlisted,-1.0,-1.0,1,1
Financial Analyst [HYBRID] - Multiple Openings,Southern California Edison,"los angeles, ca",73778,unlisted,-1.0,-1.0,0,0
Financial Analyst,Knight Management Insurance Services LLC,"los angeles, ca",63679,yearly,46000.0,75000.0,0,0
